quarter,沪深300-中证1000,沪深300-中证2000,上证50-中证500,上证50-中证1000,中证500-中证1000,沪深300-中证1000_NAV,沪深300-中证2000_NAV,上证50-中证500_NAV,上证50-中证1000_NAV,中证500-中证1000_NAV
2005-03-31,0.06225005327689992,0.023744362129365593,0.049405494899025015,0.0628694591511485,0.014164875873934557,1.0622500532769,1.0237443621293656,1.049405494899025,1.0628694591511485,1.0141648758739346
2005-06-30,0.04445103597497435,0.05356870600360586,0.07387767047313498,0.06529435090835944,-0.006899288576221907,1.1094681686095298,1.0785850228871225,1.1269331282438724,1.1322688305867419,1.007167859731412
2005-09-30,-0.07297492367866398,-0.02564101361475113,-0.05669883422945998,-0.07413438929412308,-0.017107737145888313,1.0285048136813422,1.0509290096306072,1.0630373336178862,1.0483287723144228,0.98993749672534
2005-12-31,0.03457995745789,0.044553212710715995,0.010289324155263069,0.029878620303157133,0.020233602495229652,1.064070466383678,1.0977512733405417,1.0739752693326272,1.0796513896552802,1.0099674985292033
2006-03-31,0.047044102513924546,0.04719369051443767,-0.053722842699583495,0.0044100546297276555,0.061004891756827995,1.1141287064862713,1.149558207196405,1.0162782648750277,1.0844127112647213,1.0715804564548916
2006-06-30,-0.09675084292449365,-0.1250677729086802,-0.16138192971262166,-0.13918670585316328,0.02624653198035909,1.0063358150073487,1.0057855223934555,0.8522693173645008,0.9334768781984872,1.0997057271747628
2006-09-30,-0.05168996234660084,0.001476781359965651,-0.035910184228659325,-0.04899131313095506,-0.013018251411872295,0.954318354621583,1.0072708477050496,0.8216641691655079,0.8877446201581588,1.085389481539326
2006-12-31,0.3800837296771087,0.25044111793558765,0.4491339147307296,0.5333888986607185,0.058526536851440714,1.317039234145476,1.2595328848682292,1.1907014140567849,1.361257745396297,1.1489135690288035
2007-03-31,-0.2636038375531068,-0.13102378224966726,-0.2603635378548781,-0.3177084334489686,-0.07701401634249272,0.9698626378167238,1.0945041224249592,0.8806861813641543,0.9287746795861646,1.0604311206475077
2007-06-30,0.15305510419382573,-0.03627629601582272,0.009734901867969326,0.0757578479918064,0.06475232285343879,1.1183050649014612,1.054799566889333,0.889259574916211,0.999136650580892,1.129096498935509
2007-09-30,0.01118181137800156,0.09690804238156914,0.03205192727324535,0.003495958995181736,-0.026547342815159025,1.1308097412002531,1.1570181280215053,0.9177620581384625,1.0026295913419059,1.0991219871068723
2007-12-31,-0.031046915395038566,-0.09943201375000121,0.0004710241276795202,-0.008774123927094868,-0.00781036330035112,1.0957015868373234,1.0419734856070704,0.9181943462113145,0.9938323950544995,1.0905374450761638
2008-03-31,-0.18371584047745537,-0.11647454535968449,-0.19716390238668569,-0.23581389663520658,-0.047580142434536676,0.894403848899023,0.9206100975941411,0.7371595657629002,0.7594729053743979,1.038649518109244
2008-06-30,0.08797514687998942,-0.1529818762991536,0.08212062783499707,0.13025994535505103,0.0444285320665585,0.9730891588759424,0.7797734375242426,0.7976955721179234,0.8584018045271089,1.084795191530476
2008-09-30,0.0625099047303026,0.021568642912070946,0.07947068940218438,0.09730580410081946,0.01786518208091481,1.0339168694913679,0.796592092350521,0.8610889891672047,0.9419292823582137,1.104175255147669
2008-12-31,-0.1605379031753832,-0.2538602351433521,-0.16529468985705975,-0.2085483791773305,-0.05102056001530586,0.8679340232055673,0.5943690364730829,0.7187555517634825,0.7454914572227421,1.0478396152749916
2009-03-31,-0.11094663770924718,0.05524945863942987,-0.13185829499161794,-0.15199370437500903,-0.022833099257373646,0.7716396615774499,0.6272076039702603,0.6239816701921901,0.632181449059534,1.0239141893336094
2009-06-30,0.0628802110794966,0.14361002408106893,0.09368906445481384,0.09296675745045224,-0.00041138938334650543,0.8201605263747512,0.7172809030802589,0.6824419291094486,0.6909533084989271,1.0234929619066597
2009-09-30,-0.03209750830786151,-0.1294959236030062,-0.07056210196627988,-0.061686102006243804,0.010248704319649304,0.7938354170656576,0.6243959500530825,0.6342873921215629,0.6483310922293106,1.033982438646483
2009-12-31,-0.12556834602055023,-0.06673010150272729,-0.12656555364962974,-0.14894476505033583,-0.02479399157416662,0.6941548167321894,0.5827299449281484,0.5540084571647175,0.5517655700223884,1.008345886774846
2010-03-31,-0.15116846179123566,-0.09200898163700177,-0.13624034112157413,-0.16617213268453757,-0.03466446063141382,0.5892205008418072,0.5291135561259234,0.4785301559763594,0.4600775085098685,0.9733921204798913
2010-06-30,-0.019884136978563727,-0.15367580271448744,-0.007791572055904861,-0.014342820220199393,-0.005475687214019254,0.5775043596924908,0.44780160566115507,0.4748016537851462,0.4534786995179542,0.9680621296915525
2010-09-30,-0.1101108854761903,-0.13076885230941127,-0.17798938090927763,-0.18492362667900397,-0.008228262012907939,0.5139148432803904,0.38924310362653425,0.3902920013732269,0.36961977378141586,0.9600966608436767
2010-12-31,-0.01732720673406818,0.013547967819244944,-0.033958299558898175,-0.051157005959964086,-0.017237720532942702,0.5050101345471648,0.3945165566683296,0.37703834867515296,0.3507111328111594,0.9435467829194419
2011-03-31,0.0027483874988467605,0.14295820362204625,0.03589916980021424,0.02336228747749547,-0.01193537003724987,0.5063980980877452,0.4509159349087892,0.39057371237543465,0.3589045471174518,0.9322852029178417
2011-06-30,0.019804699967044703,0.012687844873948029,0.03681670861864372,0.029076395076450323,-0.007068627057129073,0.5164271604842551,0.45663708634210315,0.404953350938063,0.3693401975241733,0.9256952265075356
2011-09-30,-0.014434712053600585,-0.0582661179537195,0.0018792513825893753,-0.016821007285409362,-0.018103200347259873,0.5089726831260063,0.4300306160072514,0.40571436008269757,0.36312752337082466,0.9089371803615676
2011-12-31,0.09115577392942975,-0.013081807325522776,0.127211934744486,0.15108912229593607,0.021759614018534545,0.5553684819652958,0.42440503834456866,0.4573260687824386,0.41799214215841957,0.9287153025733303
2012-03-31,0.006803335767310292,0.08445828921770238,-0.0007497378588250392,0.011038567623790518,0.01321437944850512,0.5591468402226871,0.46024956181852433,0.4569831941148448,0.4226061766858483,0.9409876989811676
2012-06-30,-0.012525390374906631,-0.13413183956615937,-0.015704359871917317,-0.0141595631541791,0.0016551948910421554,0.5521433077720024,0.3985154414322869,0.449806565579047,0.4166222578377189,0.9425452170130548
2012-09-30,-0.005065992633071503,-0.061501324512577615,0.017753248553561196,0.005946608930854191,-0.010579360930773607,0.5493461538424297,0.3740062139454867,0.45779209333879556,0.4190997474769693,0.9325736909686994
2012-12-31,0.08127925491464727,0.09193824687029717,0.12212383301067709,0.13124842749681775,0.00864394643894939,0.5939965999169695,0.40839168957423205,0.5136994184993109,0.474105930297635,0.9406348080038062
2013-03-31,-0.09387777374938944,-0.19896887746724579,-0.08282200729516331,-0.11509777213397221,-0.03447650914749678,0.5382335215020576,0.3271344535326952,0.4711538015128398,0.4195373939648729,0.908205003441209
2013-06-30,-0.0948076758784161,-0.08298561412997163,-0.08050625133027811,-0.11256773342246296,-0.03351291572420523,0.48720485224859206,0.2999870000032118,0.43322297515303115,0.37231102044028025,0.8777684057005822
2013-09-30,-0.12164354183155435,-0.047390481506121795,-0.11805567409814866,-0.15195218062900107,-0.036492237686990836,0.4279395284235542,0.28577047162748265,0.3820785447865346,0.3157375490121711,0.8457366724056256
2013-12-31,-0.04188905799199716,-0.0008476886266740591,-0.03660004230933167,-0.05288990037054986,-0.0156548287021252,0.410013544700352,0.28552822724884475,0.3680944538818595,0.29903822150167575,0.8324968096720101
2014-03-31,-0.11466418280727131,-0.037919402478569064,-0.07730287328565433,-0.10764429531377184,-0.03126299172291258,0.36299967665737354,0.2747011674808035,0.339639694956278,0.26684846287624425,0.8064704688018829
2014-06-30,-0.04649329146016745,0.010344122469182038,-0.013340100419899747,-0.0449781594605938,-0.03130643214976703,0.34612262689059575,0.2775427099996522,0.3351088673189771,0.2548461101611822,0.7812227557895459
2014-09-30,-0.10003269742170717,0.0025614574687777836,-0.12985581616409292,-0.13218146107070183,-0.002035063072456156,0.31149904688404234,0.27825362384708563,0.2915930318494466,0.2211601789718921,0.7796329182078762
2014-12-31,0.45278937450548806,0.4006843944595331,0.46392953508974455,0.601441262372018,0.09854572515838922,0.4525425054817236,0.3897455086244258,0.42687165155076945,0.35417503619916835,0.8564624094900225
2015-03-31,-0.2159954765556411,-0.11955107216294159,-0.21783439386299708,-0.2719254061166826,-0.06556456367812302,0.35479537134851485,0.3431510151976847,0.3338843240779111,0.25786584564431875,0.8003088253050953
2015-06-30,-0.16168868846851048,-0.08460718914247212,-0.1660697648512124,-0.21533649912220787,-0.05511039646911231,0.29742897308047533,0.3141179723504229,0.2784362328907864,0.2023379172000835,0.7562034886448019
2015-09-30,0.009995176929363137,-0.07186675733318348,0.031565951509442414,0.03085438737155677,0.005172358410001632,0.30040182829033346,0.2915433322575234,0.2872253375166888,0.20858092967732886,0.7601148441189665
2015-12-31,-0.16263229032456172,-0.040908901755590255,-0.10515443855847695,-0.19405135897446124,-0.09708961125071969,0.2515467909377908,0.2796166147207029,0.25702231841035234,0.16810551681728667,0.6863155893975547
2016-03-31,0.055415184296701225,0.033483745640760176,0.07309117355210959,0.07944032283457236,0.009396291321505768,0.26548630271685225,0.2889792263249414,0.275808381292049,0.18145987334352456,0.692764410614025
2016-06-30,-0.06229351511680947,-0.03750380107547191,-0.020464043325393422,-0.06138147811501726,-0.040596772073557275,0.24894822770525415,0.278141406905907,0.2701642266277819,0.17032159809913522,0.6646404117356552
2016-09-30,0.03759551405450434,-0.04212672308068188,-0.01082633501446606,0.0303543047653414,0.042203669728953175,0.258307564298791,0.2664242208799106,0.2672393382013854,0.17549159179595636,0.6926906761610623
2016-12-31,0.03469551525058567,0.044168946017590915,0.058657386170086756,0.06672762564762302,0.008480135006991407,0.26726967833526133,0.2781918979097341,0.2829148992621025,0.18720172903762242,0.6985647866129923
2017-03-31,0.05936417293774432,0.0005264279386802961,0.007097060619347673,0.04573382508782675,0.03932883489840533,0.2831359217409711,0.27833834589710826,0.2849227634522823,0.19576318016956779,0.7260385257715344
2017-06-30,0.17761367274742246,0.025119174204682793,0.12020935555939993,0.19696097974016213,0.06962567978744993,0.33342473268811174,0.285329975295541,0.3191731452310845,0.23432088793281575,0.7765894516802555
2017-09-30,-0.008008432902552709,0.06272343734764685,-0.030635881194562398,-0.00801545500047296,0.023580227286938316,0.3307545230883274,0.3032268521243965,0.3093949946732902,0.2324426993999194,0.7949016074595148
2017-12-31,0.1687071589405007,-0.024132821095916412,0.12455830034992621,0.18808124254110137,0.057351648342716555,0.3865551789852794,0.29590913275060055,0.34793270934656967,0.27616081112266394,0.840490524917593
2018-03-31,-0.009119775177534928,-0.10900064310564472,-0.0355443563214507,-0.028127946443342267,0.00898218215123836,0.3830298826592219,0.2636548469799515,0.33556566514966746,0.2683929746176557,0.8480399639087928
2018-06-30,0.08594404626263796,-0.10046608507335708,0.062067831683590535,0.09661099092469216,0.03337693517203877,0.4159490206144588,0.23716647669326077,0.35639349837296913,0.29432268585269317,0.8763449388074747
2018-09-30,0.10017898437274497,0.11548647165964265,0.14058935678568574,0.17953746238033008,0.034452139033116946,0.4576183710504533,0.2645559962825143,0.4064986310718252,0.34716463399164876,0.9065368964802382
2018-12-31,-0.019444776865322533,0.09665244314652921,0.007488442327864497,-0.016717896844279045,-0.023435151274325605,0.44872008393590485,0.29012597967228343,0.4095426726269624,0.34136077145259447,0.8852920671754662
2019-03-31,-0.04215669185611215,-0.008771136738390917,-0.07633456931549332,-0.08116590231433518,-0.0037007772693727903,0.42980352962777013,0.2875812450332182,0.3782804090956672,0.3136539164229271,0.8820157984165071
2019-06-30,0.08934159205450043,0.08212050255042147,0.14819592808036175,0.13483818264403302,-0.010412750874188359,0.46820286123535876,0.31119756139942195,0.4343400253962185,0.355946440492578,0.8728315876404977
2019-09-30,0.009460587253326658,-0.054771755834634894,-0.013286021481460297,-0.00028979748195623323,0.013834451538856873,0.4726323352563331,0.29415272455011904,0.4285693744885464,0.355843288110412,0.8849067339412937
2019-12-31,0.006706594199501259,0.017815220467696236,-0.010884349126982995,-0.009818515931613314,0.0013587232976608465,0.47580208853445993,0.29939312018915293,0.42390467579148033,0.3523494351169422,0.8861090773369568
2020-03-31,-0.08497063707941577,-0.1586894292381934,-0.09119563560242594,-0.11058447068231247,-0.02006849419494905,0.4353728819479703,0.2518825968284944,0.385246419447836,0.31338505933932337,0.8683262024623284
2020-06-30,-0.033619008241065895,-0.13938455965821794,-0.06308432209415948,-0.06533931929084558,-0.0018770974177614308,0.4207360774418249,0.21677405198398628,0.36094341023776705,0.2929086928861707,0.8666962695899117
2020-09-30,0.04639425319718371,0.059010842911724426,0.03658913827958332,0.04149842859418995,0.005941136056606844,0.4402558135478508,0.22956607151295128,0.37415001858606106,0.305063943362525,0.871845430047299
2020-12-31,0.12795732970153906,0.06417143856900598,0.09242992299619224,0.11707142872601595,0.022932183109991566,0.49658977183501246,0.24429765656857266,0.40873267599299457,0.34077821506476824,0.891838749092753
2021-03-31,0.020302740957256482,-0.006484481206172066,-0.011090077209253368,0.02193381646802517,0.03535142956705384,0.5066719053346018,0.24271351300584187,0.4041997990582875,0.34825278189030007,0.9233665238164748
2021-06-30,-0.08214479789516471,-0.09993714584822821,-0.09219919346522965,-0.12398839042663656,-0.0343175641403306,0.46505144407173293,0.21845741725724122,0.36693290358630554,0.30507348000212325,0.8916788339103688
2021-09-30,-0.11508655433270232,0.09331145084355175,-0.12834209000360886,-0.13429585621902285,-0.005367604749880628,0.41153027578606977,0.23884199580904955,0.31983996784894636,0.2641033757955212,0.8868926543661035
2021-12-31,-0.06537088151256176,0.0638112224893348,-0.0134334654216538,-0.0582557567069234,-0.04444461994604754,0.3846281788888267,0.25408279554341756,0.31554340870038466,0.24871783378970014,0.8474750474098608
2022-03-31,0.00651456154112906,-0.02475988454515521,0.027493761935429406,0.040632638671270316,0.014016999789950413,0.3871338628306504,0.24779173486085226,0.32421888405948696,0.2588238956611781,0.859354104971393
2022-06-30,0.0175270391460991,0.06380738401322184,0.026523835543706298,0.00720869428175841,-0.01649859524799746,0.39391917319926373,0.2636026772424211,0.33281841242044474,0.26068967799781323,0.8451759694187648
2022-09-30,-0.037071705522943366,0.024542812126275182,-0.04034732497374349,-0.033493862761481474,0.009008409330863554,0.3793159176105793,0.270072228225965,0.3193900797772717,0.2519581736996197,0.8527896605078985
2022-12-31,-0.009938783745981339,-0.08446051307821267,-0.016340384460826418,-0.018405303545217633,-0.0008875606748757203,0.3755459787340393,0.24726178926182385,0.314171123080737,0.24732080703197953,0.8520327579412911
2023-03-31,-0.04518950403758448,0.039976068292228106,-0.06607198469896558,-0.07875571717557495,-0.013017877956317592,0.3585752422117388,0.25714634343541304,0.29341321344368976,0.227842879501734,0.8409410994836266
2023-06-30,-0.01389976946555005,0.03654633108391958,-0.011816496718062952,-0.027645114078864164,-0.015233099192160648,0.35359112900894185,0.26654409883962293,0.2899460971699961,0.22154413710585166,0.8281309603004279
2023-09-30,0.041039660796221566,-0.026099149727105364,0.05977978196509337,0.09005546844091028,0.029286497773940212,0.36810238900402187,0.2595875244951312,0.30727901164044824,0.24149539815325638,0.8523840158257974
2023-12-31,-0.042239448416173775,-0.050899270363982785,-0.028972996731938427,-0.04520160056964451,-0.01613551968951421,0.35255394713181615,0.24637470890273655,0.29837621784039625,0.23057941962652562,0.838630356755413
2024-03-31,0.091083001863002,0.1492229208052649,0.04969552333644933,0.0948753211230271,0.045265286192781584,0.38466561895523205,0.2831394625777498,0.31320418013712514,0.2524557161079535,0.8765911998639012
2024-06-30,0.07831531947504566,0.08568862509163333,0.05562322129010311,0.09076921329220955,0.03522763125393058,0.4147908297947772,0.30740129383522113,0.3306256055578778,0.2753709228501938,0.9074714314131473
2024-09-30,-0.012738402393941861,-0.0379793414443782,-0.019251133129165043,-0.025106106569010578,-0.005116314404436384,0.40950705729553427,0.29572639513620963,0.3242606880093723,0.26845743111511006,0.9028285222569937
2024-12-31,-0.0737078321245962,0.07698890340759057,-0.03287223990941024,-0.08452056792649976,-0.05027937906939095,0.37932317986255765,0.3184940460064262,0.3136015128799378,0.24576725657317178,0.8574348647517763
2025-03-31,-0.05975975667458766,-0.023761661765676068,-0.03278688379358874,-0.0563669909303679,-0.023389820845186815,0.3566549189329404,0.31092609821083983,0.3033194965196497,0.2319140958509304,0.8373796168788152
2025-06-30,-0.01728608954570887,-0.0037420119101051474,0.0005512753560183992,-0.015594344626499335,-0.014527288848028896,0.35048975006734806,0.3097626090481723,0.3034867090830809,0.22829754751648798,0.8252147613089649
2025-09-30,-0.01355828306825968,0.003229323410233631,-0.12449477147446142,-0.07959377944383261,0.05141524214021653,0.34573771082341137,0.3107629326931866,0.2657042005902464,0.21012648287189273,0.8676433780793463
2025-12-31,0.02494466517005689,0.055890035703244356,0.03889524134616651,0.03922879550622582,9.618607331352003e-05,0.3543620222565633,0.3281314840966537,0.27603882959889425,0.21836949169891667,0.8677268332889203
